iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,4,1088.12,4,1088.12,1,0,33,159.325,1,4.2,1,1,4.2,1,1,1
1,3,1143.51,3,1143.51,2,1,33,159.245,1,4.2,4.2,1,4.2,4.2,1,1
2,3,1005.8,3,1005.8,2,1,33,159.166,1,4.2,7.08,1,4.2,7.08,1,1
3,3,988.018,3,988.018,2,1,33,159.086,1,4.2,9.672,1,4.2,9.672,1,1
4,3,988.018,3,988.018,1,1,0,159.006,1,3.78,9.672,1,4.2,8.7048,1,1
5,3,988.018,3,988.018,2,0,0,158.927,1,3.78,8.7048,1,3.78,8.7048,1,1
6,3,988.018,3,988.018,1,3,0,158.847,1,3.402,8.7048,1,3.78,8.7048,1,0.9
7,3,957.072,3,957.072,2,1,33,158.768,1,3.402,11.1343,1,3.78,11.1343,1,0.9
8,3,957.072,3,983.083,2,1,9,158.689,1,3.402,10.9209,1,3.78,10.9209,1,0.9
9,3,955.053,3,955.053,3,0,33,158.609,1,3.402,10.9209,4.2,6.702,10.9209,1,0.9
10,3,955.053,3,992.042,2,0,9,158.53,1,3.402,10.7288,4.2,6.9318,10.9209,1,0.9
11,3,955.053,3,988.143,3,3,13,158.451,1,3.402,10.7288,5.08,6.9318,10.9209,1,2.11
12,3,921.82,3,921.82,2,1,33,158.371,1,3.402,12.9559,5.08,6.9318,13.1288,1,2.11
13,3,865.491,3,865.491,2,0,33,158.292,1,3.402,14.9603,5.08,9.53862,13.1288,1,2.11
14,3,865.491,3,870.133,2,0,9,158.213,1,3.402,14.3643,5.08,9.48476,13.1288,1,2.11
15,3,854.294,3,854.294,3,1,33,158.134,1,3.402,14.3643,7.872,9.48476,15.1159,1,2.11
16,3,854.294,3,854.294,3,0,0,158.055,1,3.402,14.3643,7.0848,8.53628,15.1159,1,2.11
17,3,854.294,3,854.294,2,0,0,157.976,1,3.402,12.9279,7.0848,7.68265,15.1159,1,2.11
18,3,849.224,3,849.224,3,1,33,157.897,1,3.402,12.9279,9.67632,7.68265,16.9043,1,2.11
19,3,834.792,3,834.792,3,1,33,157.818,1,3.402,12.9279,12.0087,7.68265,18.5139,1,2.11
20,3,834.792,3,847.038,3,0,9,157.739,1,3.402,12.9279,11.7078,7.81439,18.5139,1,2.11
21,3,827.782,3,827.782,2,1,33,157.66,1,3.402,14.9351,11.7078,7.81439,19.9625,1,2.11
22,3,827.782,3,850.128,2,1,9,157.581,1,3.402,14.3416,11.7078,7.81439,18.8663,1,2.11
23,3,827.782,3,842.422,2,0,13,157.503,1,3.402,14.2074,11.7078,8.33295,18.8663,1,2.11
24,3,827.782,3,857.245,2,0,9,157.424,1,3.402,13.6867,11.7078,8.39965,18.8663,1,2.11
25,3,827.782,3,833.551,2,1,13,157.345,1,3.402,13.618,11.7078,8.39965,18.2796,1,2.11
26,3,827.782,3,833.551,2,1,0,157.266,1,3.402,12.2562,11.7078,8.39965,16.4517,1,2.11
27,3,827.782,3,850.727,2,0,9,157.188,1,3.402,11.9306,11.7078,8.45969,16.4517,1,2.11
28,3,817.266,3,817.266,0,1,33,157.109,4.2,3.402,11.9306,11.7078,8.45969,18.1065,1,2.11
29,3,791.853,3,791.853,2,1,33,157.031,4.2,3.402,14.0375,11.7078,8.45969,19.5958,1,2.11
30,3,785.732,3,785.732,2,1,33,156.952,4.2,3.402,15.9338,11.7078,8.45969,20.9363,1,2.11
31,3,785.732,3,788.455,2,3,9,156.874,4.2,3.402,15.2404,11.7078,8.45969,20.9363,1,2.799
32,3,782.543,3,782.543,2,1,33,156.795,4.2,3.402,17.0164,11.7078,8.45969,22.1426,1,2.799
33,3,782.543,3,852.47,2,1,9,156.717,4.2,3.402,16.2147,11.7078,8.45969,20.8284,1,2.799
34,3,782.543,3,858.389,0,0,9,156.639,4.68,3.402,16.2147,11.7078,8.51372,20.8284,1,2.799
35,3,782.543,3,871.311,3,1,9,156.56,4.68,3.402,16.2147,11.437,8.51372,19.6455,1,2.799
36,3,782.543,3,878.133,3,2,9,156.482,4.68,3.402,16.2147,11.1933,8.51372,19.6455,1.8,2.799
37,3,782.543,3,833.155,3,1,13,156.404,4.68,3.402,16.2147,11.374,8.51372,18.981,1.8,2.799
38,3,782.543,3,825.596,3,3,13,156.325,4.68,3.402,16.2147,11.5366,8.51372,18.981,1.8,3.8191
39,3,782.543,3,825.596,1,0,0,156.247,4.68,3.0618,16.2147,11.5366,7.66235,18.981,1.8,3.8191
40,3,782.543,3,818.531,0,1,13,156.169,5.512,3.0618,16.2147,11.5366,7.66235,18.3829,1.8,3.8191
41,3,782.543,3,817.318,2,3,13,156.091,5.512,3.0618,15.8932,11.5366,7.66235,18.3829,1.8,4.73719
42,3,782.543,3,817.318,1,0,0,156.013,5.512,2.75562,15.8932,11.5366,6.89611,18.3829,1.8,4.73719
43,3,782.543,3,791.58,2,2,13,155.935,5.512,2.75562,15.6039,11.5366,6.89611,18.3829,2.92,4.73719
44,3,782.543,3,791.58,0,1,0,155.857,4.9608,2.75562,15.6039,11.5366,6.89611,16.5446,2.92,4.73719
45,3,782.543,3,791.58,2,2,0,155.779,4.9608,2.75562,14.0435,11.5366,6.89611,16.5446,2.628,4.73719
46,3,782.543,3,791.58,1,1,0,155.701,4.9608,2.48006,14.0435,11.5366,6.89611,14.8901,2.628,4.73719
47,3,782.543,3,785.269,3,1,13,155.623,4.9608,2.48006,14.0435,11.6829,6.89611,14.7011,2.628,4.73719
48,3,771.515,3,771.515,2,1,33,155.546,4.9608,2.48006,15.9392,11.6829,6.89611,16.531,2.628,4.73719
49,3,769.422,3,769.422,3,1,33,155.468,4.9608,2.48006,15.9392,13.8146,6.89611,18.1779,2.628,4.73719
50,3,769.422,3,779.163,3,1,9,155.39,4.9608,2.48006,15.9392,13.3332,6.89611,17.2601,2.628,4.73719
51,3,769.422,3,779.163,3,1,9,155.312,4.9608,2.48006,15.9392,12.8999,6.89611,16.4341,2.628,4.73719
