iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,7,1287.99,7,1287.99,2,0,33,211.727,1,1,4.2,1,4.2,1,1,1
1,7,1237.77,7,1237.77,3,1,33,211.621,1,1,4.2,4.2,4.2,4.2,1,1
2,5,1339.11,5,1339.11,1,1,33,211.515,1,4.2,4.2,4.2,4.2,7.08,1,1
3,5,1220.18,5,1220.18,2,0,33,211.409,1,4.2,7.08,4.2,7.08,7.08,1,1
4,5,1206.04,5,1206.04,3,1,33,211.304,1,4.2,7.08,7.08,7.08,9.672,1,1
5,5,1188.11,5,1188.11,0,2,33,211.198,4.2,4.2,7.08,7.08,7.08,9.672,4.2,1
6,4,1295.47,4,1295.47,1,2,33,211.092,4.2,7.08,7.08,7.08,7.08,9.672,7.08,1
7,4,1295.47,4,1295.47,1,1,0,210.987,4.2,6.372,7.08,7.08,7.08,8.7048,7.08,1
8,4,1188.96,4,1188.96,3,0,33,210.881,4.2,6.372,7.08,9.672,9.672,8.7048,7.08,1
9,4,1168.32,4,1168.32,2,0,33,210.776,4.2,6.372,9.672,9.672,12.0048,8.7048,7.08,1
10,4,1168.32,4,1168.32,0,3,0,210.67,3.78,6.372,9.672,9.672,12.0048,8.7048,7.08,0.9
11,4,1109.83,4,1109.83,3,2,33,210.565,3.78,6.372,9.672,12.0048,12.0048,8.7048,9.672,0.9
12,4,1063.15,4,1063.15,2,2,33,210.46,3.78,6.372,12.0048,12.0048,12.0048,8.7048,12.0048,0.9
13,4,1063.15,4,1063.15,0,2,9,210.355,4.302,6.372,12.0048,12.0048,12.0048,8.7048,11.7043,0.9
14,4,1063.15,4,1063.15,1,2,0,210.249,4.302,5.7348,12.0048,12.0048,12.0048,8.7048,10.5339,0.9
15,4,1055.1,4,1055.1,0,0,33,210.144,7.1718,5.7348,12.0048,12.0048,14.1043,8.7048,10.5339,0.9
16,4,1055.1,4,1093.36,2,2,9,210.039,7.1718,5.7348,11.7043,12.0048,14.1043,8.7048,10.3805,0.9
17,4,1055.1,4,1063.04,2,1,13,209.934,7.1718,5.7348,11.8339,12.0048,14.1043,9.13432,10.3805,0.9
18,4,1055.1,4,1063.04,3,0,0,209.829,7.1718,5.7348,11.8339,10.8043,12.6939,9.13432,10.3805,0.9
19,4,1055.1,4,1063.04,1,1,0,209.724,7.1718,5.16132,11.8339,10.8043,12.6939,8.22089,10.3805,0.9
20,4,1055.1,4,1063.04,3,0,0,209.619,7.1718,5.16132,11.8339,9.72389,11.4245,8.22089,10.3805,0.9
21,4,1045.36,4,1045.36,3,0,33,209.515,7.1718,5.16132,11.8339,12.0515,13.582,8.22089,10.3805,0.9
22,4,1045.36,4,1064.04,0,2,9,209.41,7.35462,5.16132,11.8339,12.0515,13.582,8.22089,10.2424,0.9
23,4,1045.36,4,1223.83,1,0,9,209.305,7.35462,5.54519,11.8339,12.0515,13.1238,8.22089,10.2424,0.9
24,4,1045.36,4,1223.83,3,0,9,209.201,7.35462,5.54519,11.8339,11.7463,12.7115,8.22089,10.2424,0.9
25,4,1045.36,4,1232.54,2,2,9,209.096,7.35462,5.54519,11.5505,11.7463,12.7115,8.22089,10.1182,0.9
26,4,1045.36,4,1181.72,2,2,13,208.991,7.35462,5.54519,11.6954,11.7463,12.7115,8.22089,10.4064,0.9
27,4,1045.36,4,1167,2,1,13,208.887,7.35462,5.54519,11.8259,11.7463,12.7115,8.6988,10.4064,0.9
28,4,1045.36,4,1182.21,3,0,9,208.782,7.35462,5.54519,11.8259,11.4717,12.3403,8.6988,10.4064,0.9
29,4,1045.36,4,1182.21,2,3,0,208.678,7.35462,5.54519,10.6433,11.4717,12.3403,8.6988,10.4064,0.81
30,4,1045.36,4,1156.19,3,1,13,208.574,7.35462,5.54519,10.6433,11.6245,12.3403,9.12892,10.4064,0.81
31,4,1045.36,4,1111.8,0,2,13,208.469,7.91916,5.54519,10.6433,11.6245,12.3403,9.12892,10.6657,0.81
32,4,1045.36,4,1086.49,2,0,13,208.365,7.91916,5.54519,10.879,11.6245,12.4063,9.12892,10.6657,0.81
33,4,1045.36,4,1086.49,1,1,0,208.261,7.91916,4.99067,10.879,11.6245,12.4063,8.21603,10.6657,0.81
34,4,1045.36,4,1218.03,1,0,9,208.157,7.91916,5.3916,10.879,11.6245,12.0657,8.21603,10.6657,0.81
35,4,1045.36,4,1157.71,3,0,13,208.053,7.91916,5.3916,10.879,11.7621,12.1591,8.21603,10.6657,0.81
36,4,1045.36,4,1157.71,3,0,0,207.949,7.91916,5.3916,10.879,10.5859,10.9432,8.21603,10.6657,0.81
37,4,1045.36,4,1129.66,2,1,13,207.845,7.91916,5.3916,11.0911,10.5859,10.9432,8.69442,10.6657,0.81
38,4,1045.36,4,1159.67,2,1,9,207.741,7.91916,5.3916,10.882,10.5859,10.9432,8.72498,10.6657,0.81
