iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,4,1124.89,4,1124.89,1,0,33,159.325,1,4.2,1,1,4.2,1,1,1
1,3,1093.19,3,1093.19,1,0,33,159.245,1,7.08,1,1,7.08,1,1,1
2,3,1093.19,3,1202.05,1,1,9,159.166,1,7.272,1,1,7.08,1.8,1,1
3,3,1093.19,3,1279.24,1,0,9,159.086,1,7.4448,1,1,7.272,1.8,1,1
4,3,1093.19,3,1462.76,0,1,9,159.006,1.8,7.4448,1,1,7.272,2.52,1,1
5,3,1093.19,3,1312.92,1,0,13,158.927,1.8,8.00032,1,1,7.8448,2.52,1,1
6,3,1093.19,3,1312.92,1,0,0,158.847,1.8,7.20029,1,1,7.06032,2.52,1,1
7,3,1093.19,3,1262.48,0,1,13,158.768,2.92,7.20029,1,1,7.06032,3.568,1,1
8,3,1012.59,3,1012.59,1,0,33,158.689,2.92,9.78026,1,1,9.65429,3.568,1,1
9,3,1012.59,3,1095.24,1,3,9,158.609,2.92,9.70223,1,1,9.65429,3.568,1,1.8
10,3,1012.59,3,1113.24,0,0,9,158.53,3.528,9.70223,1,1,9.58886,3.568,1,1.8
11,3,1012.59,3,1215.3,1,2,9,158.451,3.528,9.63201,1,1,9.58886,3.568,1.8,1.8
12,3,1012.59,3,1178.52,1,0,13,158.371,3.528,9.96881,1,1,9.92997,3.568,1.8,1.8
13,3,1012.59,3,1178.52,1,0,9,158.292,3.528,9.87193,1,1,9.83698,3.568,1.8,1.8
14,3,1012.59,3,1174.93,1,1,13,158.213,3.528,10.1847,1,1,9.83698,4.5112,1.8,1.8
15,3,1012.59,3,1123.47,0,0,13,158.134,4.4752,10.1847,1,1,10.1533,4.5112,1.8,1.8
16,3,1012.59,3,1053.88,2,0,13,158.055,4.4752,10.1847,2.2,1,10.438,4.5112,1.8,1.8
17,3,1012.59,3,1027.97,0,0,13,157.976,5.32768,10.1847,2.2,1,10.6942,4.5112,1.8,1.8
18,3,1012.59,3,1027.97,1,3,0,157.897,5.32768,9.16626,2.2,1,10.6942,4.5112,1.8,1.62
19,3,1012.59,3,1027.97,1,1,0,157.818,5.32768,8.24964,2.2,1,10.6942,4.06008,1.8,1.62
20,3,1012.59,3,1027.97,1,2,0,157.739,5.32768,7.42467,2.2,1,10.6942,4.06008,1.62,1.62
21,3,1005.61,3,1005.61,3,0,33,157.66,5.32768,7.42467,2.2,4.2,12.9247,4.06008,1.62,1.62
22,3,1005.61,3,1053.72,1,0,9,157.581,5.32768,7.5822,2.2,4.2,12.5323,4.06008,1.62,1.62
23,3,1005.61,3,1013.42,0,1,13,157.503,6.09491,7.5822,2.2,4.2,12.5323,4.95407,1.62,1.62
24,2,930.846,2,930.846,3,0,33,157.424,6.09491,7.5822,2.2,7.08,14.579,4.95407,1.62,1.62
25,2,930.846,2,930.846,1,0,0,157.345,6.09491,6.82398,2.2,7.08,13.1211,4.95407,1.62,1.62
26,2,930.846,2,930.846,0,0,0,157.266,5.48542,6.82398,2.2,7.08,11.809,4.95407,1.62,1.62
27,2,930.846,2,930.846,3,0,0,157.188,5.48542,6.82398,2.2,6.372,10.6281,4.95407,1.62,1.62
28,2,930.846,2,930.846,0,0,0,157.109,4.93688,6.82398,2.2,6.372,9.56531,4.95407,1.62,1.62
29,2,903.059,2,903.059,0,1,33,157.031,7.74319,6.82398,2.2,6.372,9.56531,7.75866,1.62,1.62
30,2,903.059,2,903.059,3,0,0,156.952,7.74319,6.82398,2.2,5.7348,8.60878,7.75866,1.62,1.62
31,2,903.059,2,903.059,0,0,0,156.874,6.96887,6.82398,2.2,5.7348,7.7479,7.75866,1.62,1.62
32,2,903.059,2,903.059,3,0,0,156.795,6.96887,6.82398,2.2,5.16132,6.97311,7.75866,1.62,1.62
33,2,903.059,2,903.059,1,2,0,156.717,6.96887,6.14159,2.2,5.16132,6.97311,7.75866,1.458,1.62
34,2,903.059,2,903.059,1,0,0,156.639,6.96887,5.52743,2.2,5.16132,6.2758,7.75866,1.458,1.62
35,2,903.059,2,906.645,3,1,9,156.56,6.96887,5.52743,2.2,5.54519,6.2758,7.8828,1.458,1.62
36,2,903.059,2,906.645,2,1,0,156.482,6.96887,5.52743,1.98,5.54519,6.2758,7.09452,1.458,1.62
37,2,903.059,2,926.394,2,1,9,156.404,6.96887,5.52743,2.682,5.54519,6.2758,7.28507,1.458,1.62
38,2,903.059,2,926.394,2,1,0,156.325,6.96887,5.52743,2.4138,5.54519,6.2758,6.55656,1.458,1.62
39,2,903.059,2,926.394,3,0,0,156.247,6.96887,5.52743,2.4138,4.99067,5.64822,6.55656,1.458,1.62
40,2,903.059,2,941.301,1,0,9,156.169,6.96887,5.87468,2.4138,4.99067,5.9834,6.55656,1.458,1.62
41,2,903.059,2,935.147,0,0,13,156.091,7.57198,5.87468,2.4138,4.99067,6.68506,6.55656,1.458,1.62
42,2,903.059,2,916.396,3,1,13,156.013,7.57198,5.87468,2.4138,5.7916,6.68506,7.2009,1.458,1.62
43,2,903.059,2,916.396,3,0,0,155.935,7.57198,5.87468,2.4138,5.21244,6.01655,7.2009,1.458,1.62
44,2,903.059,2,916.396,2,1,0,155.857,7.57198,5.87468,2.17242,5.21244,6.01655,6.48081,1.458,1.62
45,2,892.662,2,892.662,0,0,33,155.779,10.1148,5.87468,2.17242,5.21244,8.7149,6.48081,1.458,1.62
46,2,870.287,2,870.287,3,2,33,155.701,10.1148,5.87468,2.17242,7.9912,8.7149,6.48081,4.6122,1.62
