iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,4,1187.67,4,1187.67,0,0,33,183.027,4.2,1,1,1,4.2,1,1,1
1,4,996.787,4,996.787,0,2,33,182.935,7.08,1,1,1,4.2,1,4.2,1
2,4,996.787,4,1022.3,0,0,9,182.844,7.272,1,1,1,4.68,1,4.2,1
3,4,996.787,4,1019.46,0,0,13,182.752,7.8448,1,1,1,5.512,1,4.2,1
4,4,909.211,4,909.211,2,2,33,182.661,7.8448,1,4.2,1,5.512,1,7.08,1
5,4,892.684,4,892.684,0,2,33,182.57,10.3603,1,4.2,1,5.512,1,9.672,1
6,4,884.932,4,884.932,0,2,33,182.478,12.6243,1,4.2,1,5.512,1,12.0048,1
7,3,918.524,3,918.524,0,2,33,182.387,14.6619,1,4.2,1,5.512,1,14.1043,1
8,3,916.955,3,916.955,0,2,33,182.296,16.4957,1,4.2,1,5.512,1,15.9939,1
9,3,916.633,3,916.633,2,2,33,182.205,16.4957,1,7.08,1,5.512,1,17.6945,1
10,3,916.633,3,916.633,2,2,0,182.114,16.4957,1,6.372,1,5.512,1,15.925,1
11,3,916.633,3,916.633,0,0,0,182.023,14.8461,1,6.372,1,4.9608,1,15.925,1
12,3,916.633,3,927.888,0,0,9,181.932,14.2615,1,6.372,1,5.36472,1,15.925,1
13,3,916.633,3,919.649,0,2,13,181.841,14.1353,1,6.372,1,5.36472,1,15.6325,1
14,3,916.633,3,919.649,0,0,0,181.75,12.7218,1,6.372,1,4.82825,1,15.6325,1
15,3,916.633,3,976.061,0,3,9,181.659,12.3496,1,6.372,1,4.82825,1,15.6325,1.8
16,3,916.633,3,994.441,0,2,9,181.568,12.0147,1,6.372,1,4.82825,1,14.9693,1.8
17,3,916.633,3,974.819,2,2,13,181.477,12.0147,1,7.0348,1,4.82825,1,14.7724,1.8
18,3,916.633,3,969.831,0,2,13,181.386,12.1132,1,7.0348,1,4.82825,1,14.5951,1.8
19,3,916.633,3,969.831,0,1,9,181.296,11.8019,1,7.0348,1,4.82825,1.8,14.5951,1.8
20,3,916.633,3,1019.28,0,1,9,181.205,11.5217,1,7.0348,1,4.82825,2.52,14.5951,1.8
21,3,916.633,3,942.005,2,2,13,181.115,11.5217,1,7.63132,1,4.82825,2.52,14.4356,1.8
22,3,916.633,3,960.653,0,1,9,181.024,11.2695,1,7.63132,1,4.82825,3.168,14.4356,1.8
23,3,916.633,3,953.746,0,2,13,180.933,11.4426,1,7.63132,1,4.82825,3.168,14.2921,1.8
24,3,916.633,3,1092.65,1,2,9,180.843,11.4426,1.8,7.63132,1,4.82825,3.168,13.7628,1.8
25,3,916.633,3,1074.07,2,0,13,180.753,11.4426,1.8,8.16819,1,5.64542,3.168,13.7628,1.8
26,3,916.633,3,1073.71,2,0,13,180.662,11.4426,1.8,8.65137,1,6.38088,3.168,13.7628,1.8
27,3,916.633,3,1011.38,2,2,13,180.572,11.4426,1.8,9.08623,1,6.38088,3.168,13.6866,1.8
28,3,916.633,3,953.035,2,2,13,180.482,11.4426,1.8,9.47761,1,6.38088,3.168,13.6179,1.8
29,3,916.633,3,943.634,3,2,13,180.391,11.4426,1.8,9.47761,2.2,6.38088,3.168,13.5561,1.8
30,3,916.633,3,1048.61,0,0,9,180.301,11.1983,1.8,9.47761,2.2,6.64279,3.168,13.5561,1.8
31,3,916.633,3,1048.61,2,2,0,180.211,11.1983,1.8,8.52985,2.2,6.64279,3.168,12.2005,1.8
32,3,916.633,3,1019.47,0,2,13,180.121,11.3785,1.8,8.52985,2.2,6.64279,3.168,12.2805,1.8
33,3,916.633,3,1004.98,0,1,13,180.031,11.5406,1.8,8.52985,2.2,6.64279,4.1512,12.2805,1.8
34,3,916.633,3,1149.79,0,0,9,179.941,11.2866,1.8,8.52985,2.2,6.87851,4.1512,12.2805,1.8
35,3,916.633,3,1146.99,0,2,13,179.851,11.4579,1.8,8.52985,2.2,6.87851,4.1512,12.3524,1.8
36,3,916.633,3,1146.99,2,2,0,179.761,11.4579,1.8,7.67686,2.2,6.87851,4.1512,11.1172,1.8
37,3,916.633,3,1040.72,0,2,13,179.671,11.6121,1.8,7.67686,2.2,6.87851,4.1512,11.3055,1.8
38,3,916.633,3,1058.16,0,1,9,179.581,11.3509,1.8,7.67686,2.2,6.87851,4.63608,11.3055,1.8
39,3,916.633,3,1058.91,3,3,9,179.491,11.3509,1.8,7.67686,2.88,6.87851,4.63608,11.3055,2.52
40,3,916.633,3,1058.91,0,0,0,179.402,10.2158,1.8,7.67686,2.88,6.19066,4.63608,11.3055,2.52
