iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,16,1441.38,16,1441.38,2,1,33,244,1,1,4.2,1,1,4.2,1,1
1,15,1385.78,15,1385.78,2,1,33,243.878,1,1,7.08,1,1,7.08,1,1
2,15,1385.78,15,1385.78,2,3,0,243.756,1,1,6.372,1,1,7.08,1,0.9
3,15,1385.78,15,1385.78,2,0,0,243.634,1,1,5.7348,1,0.9,7.08,1,0.9
4,14,1350.07,14,1350.07,0,3,33,243.512,4.2,1,5.7348,1,0.9,7.08,1,4.11
5,14,1261.64,14,1261.64,2,1,33,243.391,4.2,1,8.46132,1,0.9,9.672,1,4.11
6,14,1261.64,14,1282.81,0,0,9,243.269,4.68,1,8.46132,1,1.71,9.672,1,4.11
7,14,1261.64,14,1285.11,2,3,9,243.147,4.68,1,8.51519,1,1.71,9.672,1,4.599
8,13,1234.07,13,1234.07,2,1,33,243.026,4.68,1,10.9637,1,1.71,12.0048,1,4.599
9,13,1234.07,13,1261.7,2,1,9,242.904,4.68,1,10.7673,1,1.71,11.7043,1,4.599
10,13,1234.07,13,1261.7,0,3,0,242.783,4.212,1,10.7673,1,1.71,11.7043,1,4.1391
11,13,1228.39,13,1228.39,2,1,33,242.661,4.212,1,12.9906,1,1.71,13.8339,1,4.1391
12,13,1228.39,13,1228.39,2,3,0,242.54,4.212,1,11.6915,1,1.71,13.8339,1,3.72519
13,13,1228.39,13,1228.39,2,1,0,242.419,4.212,1,10.5224,1,1.71,12.4505,1,3.72519
14,13,1228.39,13,1230.91,0,2,9,242.298,4.6908,1,10.5224,1,1.71,12.4505,1.8,3.72519
15,13,1228.39,13,1230.91,0,1,9,242.176,5.12172,1,10.5224,1,1.71,12.1054,1.8,3.72519
16,12,1190.46,12,1190.46,2,1,33,242.055,5.12172,1,12.7701,1,1.71,14.1949,1.8,3.72519
17,12,1190.46,12,1190.46,0,3,0,241.934,4.60955,1,12.7701,1,1.71,14.1949,1.8,3.35267
18,12,1190.46,12,1190.46,2,1,0,241.813,4.60955,1,11.4931,1,1.71,12.7754,1.8,3.35267
19,12,1189.65,12,1189.65,2,1,33,241.692,4.60955,1,13.6438,1,1.71,14.7979,1.8,3.35267
20,12,1189.65,12,1217.06,3,3,9,241.572,4.60955,1,13.6438,1.8,1.71,14.7979,1.8,3.9174
21,12,1189.65,12,1216.05,3,1,13,241.451,4.60955,1,13.6438,2.92,1.71,14.6181,1.8,3.9174
22,12,1189.65,12,1216.05,1,1,0,241.33,4.60955,0.9,13.6438,2.92,1.71,13.1563,1.8,3.9174
