iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,15,1639.25,15,1639.25,3,2,33,253.137,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,13,1525.91,13,1525.91,2,3,33,253.01,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814,0.345581,0.21814
2,0,13,1507.97,13,1507.97,3,2,33,252.884,0.191272,0.191272,0.31441,0.303045,0.191272,0.191272,0.303045,0.31441
3,0,12,1585.48,12,1585.48,1,2,33,252.758,0.162894,0.162894,0.267789,0.406423,0.162894,0.162894,0.406423,0.267789
4,0,12,1585.48,12,1628.14,1,2,9,252.631,0.146103,0.249095,0.240208,0.364594,0.132857,0.132857,0.515855,0.218431
5,0,12,1541.06,12,1541.06,1,2,33,252.505,0.146093,0.249053,0.240217,0.364637,0.136069,0.136069,0.504128,0.223734
6,0,12,1537.87,12,1537.87,3,0,33,252.379,0.126627,0.349032,0.20823,0.31611,0.106766,0.106766,0.610897,0.17557
7,0,12,1537.87,12,1537.87,3,0,0,252.252,0.107314,0.295859,0.176489,0.420338,0.178837,0.0981266,0.561658,0.161379
8,0,12,1439.71,12,1439.71,0,2,33,252.126,0.117335,0.323551,0.192989,0.366125,0.161767,0.100141,0.573385,0.164707
9,0,11,1450.58,11,1450.58,1,2,33,252,0.187518,0.297829,0.177628,0.337026,0.123989,0.0767475,0.673019,0.126244
10,0,11,1408.16,11,1408.16,3,2,33,251.874,0.160329,0.399608,0.151871,0.288192,0.0919081,0.0568842,0.757628,0.0935796
11,0,11,1408.16,11,1408.16,1,1,0,251.748,0.136979,0.341473,0.129752,0.391796,0.0664285,0.0411103,0.824824,0.0676368
12,0,11,1408.16,11,1417.47,3,2,9,251.622,0.146812,0.294116,0.139064,0.420008,0.0662914,0.0426735,0.823538,0.0674975
13,0,11,1357.45,11,1357.45,2,2,33,251.497,0.149993,0.300531,0.142076,0.4074,0.0707469,0.0455376,0.811681,0.0720343
14,0,11,1357.45,11,1357.45,2,2,9,251.371,0.136261,0.273054,0.220511,0.370175,0.0504153,0.0324479,0.865804,0.0513329
15,0,11,1357.45,11,1357.45,1,1,0,251.245,0.136221,0.273013,0.220625,0.370142,0.0542876,0.0349371,0.855499,0.0552759
16,0,11,1351.48,11,1351.48,3,2,33,251.12,0.143336,0.234939,0.232171,0.389554,0.0541563,0.0368004,0.853901,0.0551424
17,0,11,1351.48,11,1351.48,2,2,0,250.994,0.118483,0.194222,0.191933,0.495362,0.0382303,0.0259763,0.896867,0.0389265
18,0,11,1351.48,11,1451.65,1,2,9,250.868,0.121624,0.19939,0.170348,0.508638,0.0486481,0.0330523,0.868765,0.0495342
19,0,11,1351.48,11,1507.63,1,2,9,250.743,0.120772,0.204842,0.169166,0.50522,0.0524343,0.035622,0.858554,0.0533897
20,0,11,1351.48,11,1507.63,3,2,0,250.618,0.119989,0.209844,0.16808,0.502087,0.0563817,0.0383008,0.847908,0.0574092
21,0,11,1351.48,11,1507.63,3,0,0,250.492,0.134395,0.235065,0.188274,0.442265,0.0701991,0.0476834,0.810639,0.0714786
22,0,11,1351.48,11,1489.75,3,2,13,250.367,0.148138,0.259132,0.207541,0.385189,0.0692156,0.04771,0.81155,0.0715242
23,0,11,1351.48,11,1527.09,3,2,9,250.242,0.146398,0.256117,0.205117,0.392368,0.0690924,0.0476215,0.811889,0.0713973
24,0,11,1351.48,11,1506.09,3,3,13,250.117,0.149287,0.2612,0.209178,0.380335,0.0735877,0.0507161,0.799653,0.0760431
25,0,11,1351.48,11,1506.09,2,2,0,249.992,0.147531,0.258156,0.206732,0.387581,0.0720835,0.0496756,0.783681,0.0945601
26,0,11,1351.48,11,1457.99,3,2,13,249.867,0.152401,0.266708,0.180438,0.400453,0.0876914,0.0604272,0.73684,0.115041
27,0,11,1351.48,11,1457.99,2,2,0,249.742,0.150552,0.263502,0.178256,0.40769,0.0871214,0.0600299,0.738549,0.114299
28,0,11,1351.48,11,1389.82,0,2,13,249.617,0.154353,0.270183,0.157401,0.418064,0.104333,0.0718838,0.686896,0.136887
29,0,11,1351.48,11,1375.1,3,2,13,249.492,0.171931,0.264561,0.154109,0.4094,0.103354,0.0712041,0.689831,0.135611
30,0,11,1351.48,11,1396.98,3,3,9,249.367,0.169845,0.261373,0.152235,0.416547,0.102399,0.0705408,0.692696,0.134365
31,0,11,1351.48,11,1420.9,3,1,9,249.243,0.173473,0.266979,0.155484,0.404065,0.100999,0.0695716,0.683491,0.145938
32,0,11,1351.48,11,1420.9,0,2,0,249.118,0.176994,0.272422,0.158636,0.391947,0.0997619,0.0807022,0.675376,0.14416
33,0,11,1351.48,11,1415.06,3,1,13,248.994,0.155995,0.279369,0.162664,0.401971,0.117177,0.0947857,0.6187,0.169338
34,0,11,1351.48,11,1424.98,3,2,9,248.869,0.15404,0.275898,0.160626,0.409436,0.114673,0.113909,0.605685,0.165733
35,0,11,1351.48,11,1418.02,3,1,13,248.745,0.157182,0.28156,0.163904,0.397354,0.119037,0.118243,0.590669,0.172051
36,0,11,1351.48,11,1421.17,3,2,9,248.62,0.155209,0.278057,0.161848,0.404887,0.116302,0.1383,0.577286,0.168112
37,0,11,1351.48,11,1421.17,2,1,0,248.496,0.158317,0.283658,0.16509,0.392935,0.120429,0.143213,0.562268,0.17409
38,0,11,1351.48,11,1421.17,1,3,0,248.372,0.161875,0.290068,0.146217,0.40184,0.122148,0.130794,0.57047,0.176588
39,0,11,1351.48,11,1405.62,3,3,13,248.247,0.170748,0.251082,0.154228,0.423942,0.124702,0.13353,0.582575,0.159193
40,0,11,1351.48,11,1405.62,2,0,0,248.123,0.168437,0.247703,0.152138,0.431722,0.121546,0.130153,0.568008,0.180293
41,0,11,1351.48,11,1431.85,2,2,9,247.999,0.171528,0.252269,0.136475,0.439728,0.112474,0.131471,0.573926,0.18213
42,0,11,1351.48,11,1431.85,1,2,0,247.875,0.169896,0.249888,0.144589,0.435627,0.116364,0.136022,0.559168,0.188447
43,0,11,1351.48,11,1430.36,0,2,13,247.751,0.177004,0.218424,0.150633,0.453939,0.132152,0.154483,0.499328,0.214037
44,0,11,1351.48,11,1420.69,3,2,13,247.627,0.195972,0.213376,0.147141,0.443512,0.130394,0.152432,0.505963,0.21121
45,0,11,1351.48,11,1420.69,3,0,0,247.504,0.193257,0.210423,0.145094,0.451226,0.128671,0.150423,0.512467,0.208439
46,0,11,1351.48,11,1402.85,3,2,13,247.38,0.213159,0.232097,0.160027,0.394716,0.117966,0.152246,0.518808,0.21098
47,0,11,1351.48,11,1402.85,1,0,0,247.256,0.210189,0.228868,0.157789,0.403155,0.116397,0.150229,0.525178,0.208197
